gene_id	untreated1	untreated2	untreated3	untreated4	treated1	treated2	treated3
FBgn0003254	3	9	0	2	8	1	1
FBgn0003255	11	19	12	14	28	10	26
FBgn0003257	773	1049	427	470	1076	646	599
FBgn0003261	15469	29492	11373	12470	22116	11138	11684
FBgn0003267	2	13	1	2	9	7	1
FBgn0003268	3044	3950	1452	1619	4065	1908	1844
FBgn0003270	0	1	0	0	0	0	0
FBgn0003274	31662	37748	15468	21484	45586	20639	20438
FBgn0003275	758	1123	363	535	1025	505	555
FBgn0003276	2861	3248	1332	1671	3680	1779	1744
FBgn0003277	11664	18924	7678	7882	15404	8824	8876
FBgn0003278	840	1270	408	469	1171	450	482
FBgn0003279	67223	99910	48480	60554	66285	51494	54039
FBgn0003285	11	17	13	13	25	20	16
FBgn0003292	4	4	2	1	4	3	0
FBgn0003295	1	2	4	0	1	0	0
FBgn0003300	1	7	0	3	0	0	0
FBgn0003301	1151	1638	942	830	1393	983	1050
FBgn0003302	72	181	70	58	99	59	58
FBgn0003308	362	385	184	210	255	167	184
FBgn0003310	1384	1880	939	879	1901	988	1151
FBgn0003312	1	5	2	0	1	2	2
FBgn0003313	0	0	0	0	0	0	0
FBgn0003317	1373	1906	703	885	2790	1258	1308
FBgn0003319	12	14	9	7	26	11	5
FBgn0003321	1515	2607	926	960	2060	893	980
FBgn0003326	3	3	3	4	8	2	3
FBgn0003328	1089	1471	599	652	1145	497	602
FBgn0003330	688	1030	387	517	838	566	602
FBgn0003334	1679	2842	1158	1155	2237	1089	1232
FBgn0003339	0	0	0	0	0	0	0
FBgn0003345	2600	5154	1587	1699	4254	1807	1873
FBgn0003346	1657	2255	795	984	2217	975	1185
FBgn0003353	134	228	76	68	246	101	105
FBgn0003356	0	0	0	0	0	0	0
FBgn0003357	0	0	0	0	0	0	1
FBgn0003358	0	1	0	1	0	3	0
FBgn0003360	9518	13588	3744	4790	1282	608	618
FBgn0003366	22	50	15	23	7	7	8
FBgn0003371	2873	5310	2162	2005	4485	2012	2146
FBgn0003372	1	2	5	3	6	1	0
FBgn0003373	1	1	2	0	0	0	0
FBgn0003374	0	1	0	0	0	0	0
FBgn0003375	0	0	0	0	0	0	0
FBgn0003377	1	1	1	0	1	1	0
FBgn0003378	1	2	0	0	0	1	1
FBgn0003380	1	3	0	1	5	0	1
FBgn0003382	0	5	1	1	4	2	3
FBgn0003383	3	7	5	1	5	6	6
FBgn0003386	11	25	11	10	25	10	8
FBgn0003388	5	13	6	5	14	2	8
FBgn0003390	45	85	28	36	107	70	63
FBgn0003391	1292	1613	659	713	1290	737	769
FBgn0003392	3446	4667	1857	2076	4348	1872	1986
FBgn0003396	3790	8517	3040	2666	5665	2552	2580
FBgn0003401	226	372	120	174	411	202	221
FBgn0003410	983	1610	574	572	1596	625	640
FBgn0003411	0	1	0	1	0	1	2
FBgn0003415	2349	4420	1778	1512	3618	1705	1656
FBgn0003416	1545	1806	799	793	2092	897	934
FBgn0003423	737	959	348	380	923	420	456
FBgn0003425	4242	6543	3158	3072	5711	3355	3266
FBgn0003429	0	3	2	1	3	0	0
FBgn0003430	0	1	1	0	0	0	0
FBgn0003435	124	285	112	103	252	118	102
FBgn0003444	534	1034	310	354	1123	378	375
FBgn0003447	12	33	9	16	102	46	56
FBgn0003448	0	1	0	0	0	1	1
FBgn0003449	544	1037	293	386	970	368	429
FBgn0003450	5	6	0	2	5	2	0
FBgn0003459	745	1414	444	460	1173	460	525
FBgn0003460	1	2	0	2	2	0	0
FBgn0003462	1955	2455	1011	1384	2243	1326	1419
FBgn0003463	1223	2420	1003	1101	1920	1007	1179
FBgn0003464	4489	5894	3067	3229	5460	3467	3792
FBgn0003475	2626	4554	2173	1945	4244	2374	2669
FBgn0003479	490	699	286	354	708	359	427
FBgn0003480	63	108	30	49	108	40	43
FBgn0003482	47	67	18	20	78	25	28
FBgn0003483	875	1134	431	464	1217	543	537
FBgn0003486	0	2	0	0	2	0	0
FBgn0003495	5340	10089	2562	3007	9359	3283	3759
FBgn0003499	21	60	29	27	56	30	28
FBgn0003501	94	230	85	80	792	414	388
FBgn0003502	956	1734	642	722	2591	1182	1272
FBgn0003507	6816	11390	4358	4466	6724	4012	3959
FBgn0003510	114	155	50	59	129	74	94
FBgn0003511	350	674	228	276	448	271	335
FBgn0003512	1041	1647	684	844	1290	830	851
FBgn0003513	1	0	1	2	1	1	3
FBgn0003514	5243	6727	2586	3218	7093	3467	3915
FBgn0003515	6	3	3	3	9	3	2
FBgn0003517	96729	137257	59692	80293	107475	80366	82768
FBgn0003520	2022	4440	1457	1380	3878	1563	1663
FBgn0003525	1643	3576	1036	1140	1724	757	833
FBgn0003527	45	50	25	24	43	18	20
FBgn0003545	898	1114	374	450	1053	443	484
FBgn0003557	3179	5189	2062	2095	3779	1775	1867
FBgn0003567	1156	1798	582	637	1465	663	701
FBgn0003575	968	1921	724	755	1276	639	672
FBgn0003598	1032	1539	597	675	1362	737	749
FBgn0003600	3898	5323	2032	2557	4953	2698	3013
FBgn0003607	2492	4997	1513	1780	4311	1661	1861
FBgn0003612	2113	3290	1186	1318	2737	1330	1426
FBgn0003638	1103	2156	855	861	1481	795	844
FBgn0003651	1	1	0	1	0	0	0
FBgn0003654	538	870	460	528	593	419	436
FBgn0003655	214	270	116	131	187	110	117
FBgn0003656	1454	2563	1040	1100	2344	1210	1412
FBgn0003659	307	580	95	96	824	132	105
FBgn0003660	3129	5382	1706	2300	4021	1925	2348
FBgn0003676	5349	6403	2737	3488	7385	3929	4365
FBgn0003683	1	0	0	0	0	0	0
FBgn0003687	384	591	205	259	519	258	307
FBgn0003701	800	1161	417	439	1177	424	427
FBgn0003710	8	16	6	3	9	3	7
FBgn0003714	288	556	149	173	472	237	253
FBgn0003715	0	0	0	0	0	0	0
FBgn0003716	724	1036	412	526	1073	485	502
FBgn0003717	5285	7476	2719	2730	7074	3169	3098
FBgn0003719	1	1	2	0	1	2	1
FBgn0003720	0	1	1	1	2	0	1
FBgn0003721	4934	8120	2387	2517	7699	2364	2564
FBgn0003731	100	262	107	122	182	108	124
FBgn0003732	6977	10342	3533	3806	11782	4899	4900
FBgn0003733	15	18	6	3	16	3	4
FBgn0003741	131	264	74	110	237	108	128
FBgn0003742	421	646	265	312	575	305	322
FBgn0003744	1009	1726	580	697	1199	626	672
FBgn0003747	8	23	14	4	17	14	8
FBgn0003748	924	1380	452	522	2650	1199	1253
FBgn0003749	4	12	2	2	5	3	3
FBgn0003751	28	38	8	18	49	18	18
FBgn0003861	0	0	0	0	0	1	0
FBgn0003862	4185	9026	3161	2703	5971	2253	2276
FBgn0003863	0	0	0	0	0	0	1
FBgn0003865	0	4	1	2	2	0	1
FBgn0003866	2632	5360	1605	1672	4139	1624	1688
FBgn0003867	2	5	1	0	10	1	4
FBgn0003870	1651	3245	1122	1156	2216	1063	1044
FBgn0003882	1174	1857	610	724	1547	700	788
FBgn0003884	47500	44703	22547	27132	62704	41346	45618
FBgn0003885	2534	3307	1340	1523	3349	2017	1973
FBgn0003886	462	399	211	244	646	438	543
FBgn0003887	26444	31821	14018	16444	33713	24210	26965
FBgn0003888	7266	9074	3973	4480	10406	6760	7594
FBgn0003889	1	6	1	3	11	2	6
FBgn0003890	2459	2437	1358	1425	1578	1149	1263
FBgn0003891	15454	29134	10299	9803	20102	7972	8161
FBgn0003892	920	1697	640	611	1204	606	592
FBgn0003896	0	0	0	0	1	1	0
FBgn0003900	0	1	0	0	0	0	0
FBgn0003916	0	0	0	0	0	0	0
FBgn0003920	0	0	0	0	0	0	0
FBgn0003922	0	0	1	1	0	1	8
FBgn0003923	0	0	0	3	0	0	0
FBgn0003926	4	11	9	10	14	9	5
FBgn0003930	1	36	1	1	52	0	2
FBgn0003931	0	0	1	0	4	0	0
FBgn0003933	0	0	1	0	0	0	0
FBgn0003934	0	0	0	0	1	0	0
FBgn0003935	1	11	0	0	7	0	0
FBgn0003936	0	0	0	0	0	0	0
FBgn0003938	0	8	2	0	19	0	0
FBgn0003941	25030	46367	12763	19429	33940	16312	19179
FBgn0003942	22796	43386	11679	19339	33763	15116	17861
FBgn0003943	1814	3069	6520	7101	3023	7404	9878
FBgn0003944	1	1	0	0	0	0	0
FBgn0003950	289	415	183	188	316	167	178
FBgn0003961	4	4	2	4	7	3	5
FBgn0003963	2938	6076	2241	2363	5329	2889	2887
FBgn0003964	1455	2348	1005	1118	1936	1060	1136
FBgn0003965	0	0	0	1	0	0	0
FBgn0003969	2828	3443	1288	1484	3790	1603	1645
FBgn0003970	0	3	0	1	7	3	1
FBgn0003975	5	8	1	2	9	3	4
FBgn0003977	2013	2910	1407	1420	2476	1558	1625
FBgn0003978	627	897	380	410	679	459	436
FBgn0003979	1	0	0	4	2	1	0
FBgn0003980	1	0	0	0	1	1	0
FBgn0003983	3	2	1	1	2	1	3
FBgn0003984	56	97	37	35	71	38	24
FBgn0003986	0	3	1	1	2	1	0
FBgn0003996	45	96	34	69	166	79	90
FBgn0003997	47	359	112	99	215	54	82
FBgn0004003	3	4	0	1	3	0	2
FBgn0004009	0	3	0	2	3	0	2
FBgn0004028	9	6	4	7	16	5	8
FBgn0004034	190	460	111	182	638	204	230
FBgn0004045	3	7	0	1	1	1	2
FBgn0004047	32	78	40	42	54	42	41
FBgn0004049	1115	2134	695	634	1729	628	763
FBgn0004050	647	1441	564	581	1227	641	724
FBgn0004052	3	7	2	1	6	5	0
FBgn0004053	0	1	0	0	0	0	0
FBgn0004054	0	0	0	0	0	0	0
FBgn0004055	1690	2420	823	976	2315	952	1066
FBgn0004057	1269	1324	706	807	1034	716	850
FBgn0004066	1985	4259	1776	2265	5056	2535	2815
FBgn0004087	276	371	131	210	413	161	206
FBgn0004101	389	667	268	271	557	343	300
FBgn0004102	1	2	1	0	5	1	0
FBgn0004103	6189	10340	2953	3646	7845	3596	3737
FBgn0004106	677	841	285	327	1029	339	334
FBgn0004107	284	448	112	142	382	180	184
FBgn0004108	567	698	345	418	1210	725	796
FBgn0004110	6	3	2	6	15	5	4
FBgn0004117	1	5	0	2	2	1	0
FBgn0004118	38	41	14	18	45	18	20
FBgn0004132	652	1246	361	472	986	466	572
FBgn0004133	1439	2354	861	951	1584	785	982
FBgn0004143	0	0	0	0	0	0	0
FBgn0004145	21238	34667	9472	10778	32125	12170	12739
FBgn0004167	50056	93054	35895	33133	72930	37361	33419
FBgn0004168	0	0	0	3	3	1	1
FBgn0004169	15	37	22	16	45	25	29
FBgn0004170	0	0	0	0	0	0	0
FBgn0004171	1	1	0	1	2	1	0
FBgn0004172	0	0	0	0	0	0	0
FBgn0004173	0	0	0	0	0	0	0
FBgn0004174	0	0	0	0	0	0	0
FBgn0004175	0	0	0	0	0	0	0
FBgn0004177	5505	10219	3333	3639	9109	3542	4205
FBgn0004179	1446	2198	691	858	2211	806	839
FBgn0004181	0	0	0	0	0	0	0
FBgn0004183	0	1	0	0	5	1	2
FBgn0004185	0	0	0	0	0	0	0
FBgn0004186	0	0	0	0	0	0	0
FBgn0004187	0	0	1	0	1	0	0
FBgn0004188	0	0	15	21	0	8	19
FBgn0004189	0	0	0	0	0	0	0
FBgn0004190	0	0	0	1	2	1	0
FBgn0004191	1	21	1	0	38	0	0
FBgn0004192	0	0	0	0	1	0	0
FBgn0004197	1645	2236	1029	1113	1546	880	890
FBgn0004198	3323	9433	3541	3276	5814	2827	2945
FBgn0004227	1329	1983	780	837	1644	796	868
FBgn0004228	1	2	2	1	2	0	0
FBgn0004237	5320	8122	3813	3634	6625	3905	4488
FBgn0004240	2	1	0	2	1	0	0
FBgn0004242	0	2	3	0	4	1	4
FBgn0004244	0	0	1	0	0	0	1
FBgn0004359	47	140	51	55	170	87	82
FBgn0004360	3	22	7	3	9	5	6
FBgn0004362	4093	6807	1856	2120	6450	2614	2658
FBgn0004363	8113	9632	3531	4796	9933	5177	5487
FBgn0004364	55	120	63	59	158	78	98
FBgn0004366	0	1	0	0	2	0	0
FBgn0004367	801	992	425	475	1125	593	625
FBgn0004368	2250	2841	1201	1267	2872	1693	1850
FBgn0004369	1033	1873	738	738	1049	420	474
FBgn0004370	2064	3550	1535	1465	3252	1632	1687
FBgn0004372	0	0	0	0	2	0	1
FBgn0004373	3908	6501	2478	2313	6113	2751	2771
FBgn0004374	1086	1347	645	757	1265	741	782
FBgn0004377	7	6	1	7	5	1	5
FBgn0004378	2211	3312	1233	1370	3145	1436	1571
FBgn0004379	772	1243	430	503	1234	573	600
FBgn0004380	811	1203	495	592	1090	533	612
FBgn0004381	566	859	312	388	824	381	455
FBgn0004387	2796	4071	1677	1703	2917	1517	1600
FBgn0004389	1	0	0	0	0	0	0
FBgn0004390	2833	4373	1733	1638	4544	2291	2582
FBgn0004391	1643	2226	1000	1090	2069	1259	1324
FBgn0004394	0	3	1	0	1	1	1
FBgn0004395	875	1529	555	560	1300	490	562
FBgn0004396	1489	3861	1160	990	6878	2343	2595
FBgn0004397	3605	5650	2548	2446	4316	2424	2466
FBgn0004399	3429	6435	2732	2471	5168	2695	2642
FBgn0004400	282	443	131	148	727	169	195
FBgn0004401	6778	11953	5199	5177	10992	5954	6434
FBgn0004403	14460	20218	9729	14194	17548	11532	13438
FBgn0004404	4758	6900	2827	3907	5429	3294	3214
FBgn0004406	760	1066	487	518	1035	607	681
FBgn0004407	0	0	0	0	0	0	0
FBgn0004413	38636	66344	27680	40187	43668	33412	34638
FBgn0004414	0	1	0	1	0	0	1
FBgn0004419	1800	2802	806	925	3153	948	981
FBgn0004425	1	0	0	1	1	0	0
FBgn0004426	0	0	0	0	0	0	0
FBgn0004427	0	0	0	0	0	0	0
FBgn0004428	0	0	0	0	1	1	0
FBgn0004429	0	0	0	0	0	0	0
FBgn0004430	0	0	0	0	0	0	0
FBgn0004431	6	10	4	4	7	7	10
FBgn0004432	9138	11377	4304	6089	13441	6470	7156
FBgn0004435	1209	1637	528	518	2409	630	654
FBgn0004436	2009	4278	936	1046	3283	862	970
FBgn0004449	2598	4496	1877	1744	3462	1859	1753
FBgn0004456	5475	6947	2576	2796	5418	2509	2659
FBgn0004462	485	849	317	347	681	298	378
FBgn0004463	874	1034	416	495	1101	523	559
FBgn0004465	872	933	458	518	909	602	634
FBgn0004507	1123	2674	909	1075	3469	2038	2251
FBgn0004509	1580	2491	1095	1133	2094	1179	1303
FBgn0004510	627	1126	391	453	871	480	499
FBgn0004511	10	24	10	10	21	13	15
FBgn0004512	402	748	311	388	875	450	518
FBgn0004513	1	3	1	2	3	1	1
FBgn0004514	4	4	2	0	4	0	4
FBgn0004516	0	3	1	2	1	1	2
FBgn0004551	10978	14355	5540	6051	11338	5952	6171
FBgn0004552	4	5	3	1	7	3	4
FBgn0004554	0	0	0	1	0	0	0
FBgn0004556	404	787	253	256	610	232	257
FBgn0004567	0	0	2	1	1	0	1
FBgn0004569	319	612	197	196	494	185	211
FBgn0004572	0	0	0	0	0	0	0
FBgn0004573	2	8	1	0	4	5	3
FBgn0004574	4356	4931	2323	2727	3939	2619	2869
FBgn0004575	0	4	0	0	0	0	1
FBgn0004577	3	3	1	2	4	2	3
FBgn0004579	1	4	0	0	1	0	2
FBgn0004580	4	5	0	2	4	3	2
FBgn0004581	20	33	8	7	13	13	18
FBgn0004583	3521	6382	2000	1917	5284	2331	2411
FBgn0004584	1522	3262	1049	1262	3530	1629	1748
FBgn0004587	4519	6548	2903	3321	5635	3736	3647
FBgn0004588	0	0	1	0	0	0	0
FBgn0004589	0	0	0	0	0	0	0
FBgn0004590	0	0	0	0	0	0	0
FBgn0004591	0	0	0	0	0	0	0
FBgn0004592	0	0	0	0	0	0	0
FBgn0004593	0	0	0	0	0	0	0
FBgn0004594	0	0	0	0	0	0	0
FBgn0004595	25	68	36	25	75	54	60
FBgn0004597	277	317	143	163	505	213	269
FBgn0004598	4415	6190	2661	2820	5057	2946	2946
FBgn0004603	2069	3482	1051	1183	3162	1427	1352
FBgn0004606	13081	26963	12056	10534	15757	9841	10481
FBgn0004607	15	25	7	9	14	9	6
FBgn0004611	393	749	316	299	760	292	324
FBgn0004618	2	0	0	1	6	1	1
FBgn0004619	2	2	2	1	0	1	0
FBgn0004620	0	1	0	0	0	0	0
FBgn0004622	0	1	0	2	1	0	0
FBgn0004623	2	2	1	2	6	3	6
FBgn0004624	1193	1576	446	459	2014	462	446
FBgn0004625	1258	2454	929	896	2341	952	1023
FBgn0004629	997	2236	763	1168	2265	943	1158
FBgn0004635	847	1321	586	476	1066	414	498
FBgn0004636	5619	11275	3382	3734	10379	4268	4558
FBgn0004638	1862	2959	800	845	3318	875	892
FBgn0004643	1361	1760	825	966	1950	1134	1279
FBgn0004644	4	11	5	5	5	2	4
FBgn0004646	25	85	25	37	111	50	48
FBgn0004647	5185	8011	3620	3788	6647	3725	3757
FBgn0004648	1629	2341	802	849	2252	986	1013
FBgn0004649	1	4	0	0	1	4	1
FBgn0004650	168	341	102	120	159	68	91
FBgn0004652	1923	4402	1916	1676	2230	1160	1243
FBgn0004654	2450	3018	1462	1698	2499	1780	1960
FBgn0004655	2239	3816	1535	1480	2752	1683	1506
FBgn0004656	6659	15851	7210	6178	12362	6304	6271
FBgn0004657	8836	12267	4769	4959	9960	4949	5281
FBgn0004666	0	1	0	0	0	1	0
FBgn0004687	3018	4883	1677	1962	4074	1553	1670
FBgn0004698	2935	4863	1688	1876	5155	1951	2131
FBgn0004777	0	0	0	0	0	0	0
FBgn0004778	0	0	0	0	0	0	0
FBgn0004779	0	0	0	0	0	0	0
FBgn0004780	0	0	0	0	0	0	0
FBgn0004781	0	0	0	0	0	0	0
FBgn0004782	0	0	0	0	0	0	0
FBgn0004783	0	0	0	0	0	0	0
FBgn0004784	0	0	0	0	2	0	0
FBgn0004795	2	6	3	1	3	5	3
FBgn0004797	249	418	142	142	324	97	84
FBgn0004811	841	1365	461	565	1149	550	631
FBgn0004828	7176	11228	4506	5752	10320	5735	6652
FBgn0004832	300	435	172	201	383	228	229
FBgn0004834	1487	3040	1020	959	3011	1213	1149
FBgn0004837	466	695	231	266	599	234	251
FBgn0004838	9229	20403	7632	7238	15749	7296	7743
FBgn0004839	7	37	5	10	5	1	8
FBgn0004841	0	0	0	0	0	0	1
FBgn0004842	0	0	0	0	1	0	0
FBgn0004852	158	206	104	103	179	104	91
FBgn0004854	1	3	2	0	0	0	0
FBgn0004855	487	655	213	290	535	306	368
FBgn0004856	1273	2137	865	1064	1919	1085	1167
FBgn0004858	43	87	37	31	51	23	23
FBgn0004859	410	511	106	105	459	99	117
FBgn0004860	414	724	349	345	561	416	456
FBgn0004861	528	924	437	365	572	353	410
FBgn0004862	0	0	0	0	0	0	0
FBgn0004863	0	1	0	0	0	2	1
FBgn0004864	1426	2205	828	866	1797	930	947
FBgn0004865	70	88	48	59	48	28	33
FBgn0004867	44111	51885	26275	38329	41167	36228	39417
FBgn0004868	3649	5926	2332	2901	4608	2439	2640
FBgn0004870	71	145	57	45	211	95	90
FBgn0004872	1085	1576	563	571	2272	854	775
FBgn0004873	4292	6967	2858	2898	6341	2909	2961
FBgn0004875	3564	7061	2747	2370	5229	2742	2957
FBgn0004876	1093	2064	848	755	2004	989	949
FBgn0004878	5	6	4	3	11	2	2
FBgn0004880	0	1	0	0	0	2	1
FBgn0004882	69	99	40	35	79	32	25
FBgn0004885	7	15	6	5	15	4	4
FBgn0004888	2731	3717	1551	1989	3538	2077	2201
FBgn0004889	2069	3326	1064	1140	3397	1309	1372
FBgn0004892	0	0	0	0	0	0	0
FBgn0004893	622	1017	434	432	545	247	284
FBgn0004895	0	1	0	0	1	0	1
FBgn0004896	6	17	8	5	12	4	2
FBgn0004897	0	0	0	0	0	0	0
FBgn0004898	0	0	0	0	0	0	0
FBgn0004901	860	1535	520	638	1243	646	601
FBgn0004903	1005	1315	494	509	1361	540	634
FBgn0004907	9054	14303	4302	5520	14141	4777	5364
FBgn0004908	193	258	83	91	331	98	97
FBgn0004910	2	2	1	1	5	0	2
FBgn0004911	1	0	0	0	0	0	0
FBgn0004913	2018	3232	1156	1198	2839	1095	1239
FBgn0004914	1207	2056	895	874	1626	824	940
FBgn0004915	663	966	275	437	929	444	494
FBgn0004919	80	210	45	60	217	95	73
FBgn0004921	2723	4377	1170	1441	3559	1400	1341
FBgn0004922	51586	78819	33201	49249	53021	38402	43142
FBgn0004924	3566	6733	2350	2549	5360	2581	2876
FBgn0004925	4311	6368	2480	3246	5283	3216	3635
FBgn0004926	4466	6380	2287	3053	6114	3026	3568
FBgn0004956	0	1	0	1	0	0	0
FBgn0004957	387	441	193	211	454	267	278
FBgn0004959	1	1	1	0	2	2	2
FBgn0005198	1007	1537	657	648	1359	784	737
FBgn0005278	2809	4526	1480	1746	4547	1743	1902
FBgn0005322	1159	1779	616	757	1545	665	716
FBgn0005355	864	1032	425	558	1198	651	669
FBgn0005386	884	1766	600	584	1331	538	533
FBgn0005390	1	0	0	0	1	1	0
FBgn0005391	1	2	3	0	2	4	1
FBgn0005410	2132	3551	1313	1315	3229	1294	1348
FBgn0005411	1346	2411	768	1012	1981	1019	1158
FBgn0005427	396	756	253	248	855	332	351
FBgn0005511	0	0	1	0	0	0	0
FBgn0005533	15049	27561	10597	15442	18596	12093	14666
FBgn0005536	4426	6851	2877	2834	5947	3136	3273
FBgn0005558	9	23	13	16	22	20	16
FBgn0005561	7	15	6	4	11	5	3
FBgn0005563	532	997	303	310	1089	327	347
FBgn0005564	3	11	4	8	14	2	3
FBgn0005585	20619	33442	12364	16419	34413	18169	21264
FBgn0005586	7	14	4	4	8	3	3
FBgn0005590	1	0	0	1	1	0	0
FBgn0005592	62	72	25	34	67	31	51
FBgn0005593	39819	59672	25991	36687	33291	21076	24228
FBgn0005596	1040	1880	800	758	1510	811	891
FBgn0005612	721	1462	498	528	1201	595	688
FBgn0005613	7	20	3	7	11	9	2
FBgn0005614	32	138	60	54	103	46	46
FBgn0005616	1095	1692	597	655	1571	691	721
FBgn0005617	1474	3100	938	988	2149	904	934
FBgn0005619	15	31	13	18	18	10	17
FBgn0005624	1064	2218	786	687	1713	667	787
FBgn0005626	5	6	6	4	8	1	1
FBgn0005629	132	205	76	79	245	65	59
FBgn0005630	10167	22061	8452	8256	18838	9277	9731
FBgn0005631	1999	3312	1248	1138	3325	1446	1464
FBgn0005632	9326	15239	6228	5939	13019	6478	6501
FBgn0005633	0	0	1	1	0	0	0
FBgn0005634	21546	35323	13789	13925	34563	16519	17394
FBgn0005636	309	822	431	381	465	236	269
FBgn0005638	7	9	4	1	3	3	2
FBgn0005640	1322	2220	943	896	3115	1504	1766
FBgn0005642	977	1862	704	768	1376	790	814
FBgn0005648	1241	2808	816	932	2392	929	993
FBgn0005649	2630	4204	1715	1721	4240	2095	2152
FBgn0005654	0	0	0	0	0	0	0
FBgn0005655	2984	3887	1358	1780	3639	2217	2365
FBgn0005658	0	0	0	0	0	2	0
FBgn0005659	1	1	0	0	3	1	1
FBgn0005660	115	144	74	80	272	179	182
FBgn0005664	0	1	1	0	0	0	0
FBgn0005666	506	632	147	149	842	207	229
FBgn0005670	107	174	87	99	137	90	84
FBgn0005671	5620	7203	2949	3388	6207	3782	3878
FBgn0005672	5059	8963	2989	3374	7475	3271	3667
FBgn0005674	5638	8478	3234	3369	7396	3667	3586
FBgn0005677	4	5	7	3	8	6	6
FBgn0005683	346	585	194	224	472	237	281
FBgn0005694	1025	1769	670	665	1195	592	630
FBgn0005695	294	439	165	176	439	197	214
FBgn0005696	862	1357	488	630	937	584	584
FBgn0005771	17	33	20	14	21	10	10
FBgn0005775	3	1	0	1	3	1	1
FBgn0005777	1688	2779	875	1002	2520	938	1078
FBgn0005778	1	2	0	0	0	0	0
FBgn0005779	0	1	0	0	0	0	0
FBgn0008635	6898	9233	4305	4868	7456	5245	5798
FBgn0008636	0	0	0	0	0	0	0
FBgn0008646	3	1	1	1	0	0	0
FBgn0008649	288	491	156	176	613	258	297
FBgn0008651	0	0	0	0	0	0	0
FBgn0008654	1401	2693	884	791	1974	836	805
FBgn0010014	4	6	4	2	11	1	2
FBgn0010015	18	86	39	25	52	25	32
FBgn0010019	1	0	0	0	0	1	0
FBgn0010038	74	78	40	41	99	39	52
FBgn0010039	871	1376	353	591	1578	522	645
FBgn0010040	12	19	9	5	12	5	4
FBgn0010041	83	161	43	66	183	70	97
FBgn0010042	6	14	2	3	16	2	8
FBgn0010043	99	204	75	105	185	64	63
FBgn0010044	3	10	2	2	19	4	4
FBgn0010051	2780	4801	1902	1902	3886	2056	1920
FBgn0010052	22	44	11	16	31	16	18
FBgn0010053	193	413	115	183	278	89	116
FBgn0010078	22917	52076	17634	23734	37121	20399	23890
FBgn0010083	919	1359	547	598	1224	791	669
FBgn0010097	91	120	45	61	204	110	161
FBgn0010100	6786	9695	3750	4613	6897	4154	4689
FBgn0010105	4	5	2	3	4	1	6
FBgn0010109	0	4	0	5	4	1	2
FBgn0010110	4114	7166	2934	2783	5910	3163	3092
FBgn0010113	3163	8748	3759	3103	7134	3357	3826
FBgn0010114	5	5	4	4	7	2	4
FBgn0010173	3380	5741	1969	2242	5263	2375	2584
FBgn0010194	1225	2016	662	769	2247	986	1035
FBgn0010197	0	2	0	0	2	0	0
FBgn0010198	39769	59665	27544	39109	54437	31537	39664
FBgn0010213	1348	1690	647	845	1826	941	926
FBgn0010215	2433	3006	1004	968	4068	1028	974
FBgn0010217	10690	9462	3931	5602	11687	5219	5469
FBgn0010218	3	1	1	0	2	1	0
FBgn0010220	657	1197	441	474	1042	424	469
FBgn0010222	720	907	425	533	572	342	410
FBgn0010223	118	167	53	60	56	26	26
FBgn0010225	15301	26008	9522	11947	17497	7960	8403
FBgn0010226	167	259	89	136	263	144	155
FBgn0010228	1225	2440	711	795	2982	1176	1116
FBgn0010235	2847	4718	1771	2089	3825	1873	2059
FBgn0010238	1918	3600	1248	1325	3430	1716	2009
FBgn0010240	145	203	41	74	181	82	87
FBgn0010241	9	11	8	2	8	5	8
FBgn0010246	9770	11906	5322	5652	8395	4867	5452
FBgn0010256	3834	7419	2255	2503	5923	2341	2455
FBgn0010258	8	11	3	7	16	9	7
FBgn0010263	10	23	10	14	18	12	9
FBgn0010265	27524	52733	17638	25972	37678	21314	24872
FBgn0010269	289	613	236	265	529	289	311
FBgn0010278	3867	7102	2569	3073	6353	3257	3728
FBgn0010280	3893	7292	2899	2971	5062	2847	3103
FBgn0010282	1245	2377	795	995	2362	1122	1238
FBgn0010287	246	286	111	145	256	161	135
FBgn0010288	1519	2230	817	1075	2351	935	1237
FBgn0010292	761	1063	351	466	787	424	434
FBgn0010294	0	0	0	0	0	0	0
FBgn0010295	0	0	0	0	1	0	0
FBgn0010296	0	0	0	0	0	0	0
FBgn0010300	5916	9563	4055	3782	6358	3377	3514
FBgn0010303	5093	9304	3747	3838	7711	4140	4298
FBgn0010309	405	517	248	291	567	332	357
FBgn0010313	40	87	44	26	100	38	41
FBgn0010314	412	494	164	194	847	315	298
FBgn0010315	777	1168	414	444	1148	479	518
FBgn0010316	706	1171	357	332	688	229	232
FBgn0010317	9	5	2	5	7	2	6
FBgn0010323	1	1	0	1	1	0	0
FBgn0010328	7864	12170	5131	5178	9359	5276	5365
FBgn0010329	37	65	35	30	78	46	41
FBgn0010333	3505	6276	1902	2161	5139	2179	2536
FBgn0010339	891	1217	409	579	1225	616	675
FBgn0010340	163	274	70	74	216	77	63
FBgn0010341	6327	11517	3423	4212	8709	4217	4621
FBgn0010342	1054	1685	588	616	1462	715	784
FBgn0010348	4311	7791	2145	2743	7739	2614	2915
FBgn0010349	10519	12775	5885	5815	13454	7392	6650
FBgn0010350	865	1233	410	525	1285	421	435
FBgn0010352	4181	5599	2443	2693	4977	2864	3114
FBgn0010355	2207	3584	1449	1563	3069	1606	1683
FBgn0010356	637	764	304	333	717	348	402
